Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Nb_achats_total,Depense_totale,Recence_jours,Tenure_jours,Nb_categories_achetees,R_score,F_score,M_score,RFM_score
11071,1984,Graduation,Single,79607.0,0,0,,37,450.0,133.0,951.0,173.0,0.0,216.0,1,3,6,6,1,0,0,0,0,0,0,3.0,11.0,1,15,1923.0,37,,5,4,3,5,435
3381,1953,Master,Married,54348.0,1,1,2014-08-06,51,70.0,0.0,16.0,0.0,0.0,4.0,2,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,6,90.0,51,4089.0,3,3,2,2,322
8268,1961,PhD,Married,51371.0,0,1,2013-11-07,23,352.0,0.0,27.0,10.0,0.0,15.0,3,6,1,7,6,0,0,0,0,0,0,3.0,11.0,0,14,404.0,23,4361.0,4,4,3,3,433
11051,1956,PhD,Together,77376.0,1,1,2014-10-05,72,492.0,19.0,110.0,16.0,12.0,12.0,4,6,3,10,4,0,0,0,0,0,0,3.0,11.0,0,19,661.0,72,4029.0,6,2,4,4,244
8026,1952,Graduation,Married,62998.0,0,1,,10,120.0,58.0,73.0,65.0,89.0,58.0,5,5,4,5,5,0,0,0,0,0,0,3.0,11.0,0,14,463.0,10,,6,5,3,3,533
433,1958,Master,Single,61331.0,1,1,2013-10-03,42,534.0,5.0,47.0,0.0,5.0,41.0,5,11,1,6,8,0,0,0,0,0,0,3.0,11.0,0,18,632.0,42,4396.0,5,3,4,3,343
9597,1969,Graduation,Married,73448.0,0,0,2014-10-02,10,236.0,106.0,189.0,23.0,41.0,130.0,1,7,2,9,4,0,0,0,0,0,0,3.0,11.0,0,18,725.0,10,4032.0,6,5,4,4,544
1295,1963,Graduation,Married,51371.0,0,1,2013-11-08,96,231.0,65.0,196.0,38.0,71.0,124.0,1,6,5,7,4,0,0,0,0,0,0,3.0,11.0,0,18,725.0,96,4360.0,6,1,4,4,144
5290,1964,PhD,Married,41551.0,1,1,,51,220.0,0.0,33.0,3.0,0.0,23.0,5,5,1,5,8,0,0,0,0,0,0,3.0,11.0,0,11,279.0,51,,4,3,3,3,333
1685,1967,PhD,Together,62981.0,0,0,,21,796.0,14.0,590.0,38.0,44.0,0.0,1,4,5,13,3,0,1,0,0,0,0,3.0,11.0,0,22,1482.0,21,,5,4,5,5,455
5342,1976,Basic,Divorced,9548.0,1,0,2012-08-08,31,0.0,1.0,3.0,10.0,6.0,9.0,2,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,29.0,31,4817.0,5,4,1,1,411
9579,1959,PhD,Married,33762.0,2,1,2013-07-07,61,53.0,1.0,34.0,2.0,0.0,16.0,3,2,2,2,8,0,0,0,0,0,0,3.0,11.0,0,6,106.0,61,4484.0,5,2,2,2,222
7660,1973,PhD,Single,35860.0,1,1,,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,1,0,0,0,0,0,3.0,11.0,1,4,49.0,37,,5,4,1,1,411
1461,1965,PhD,Divorced,36921.0,1,1,,74,17.0,1.0,12.0,3.0,1.0,4.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,38.0,74,,6,2,1,1,211
821,1992,Master,Single,92859.0,0,0,,46,962.0,61.0,921.0,52.0,61.0,20.0,1,5,4,12,2,0,0,0,0,0,0,3.0,11.0,0,21,2077.0,46,,6,3,5,5,355
11084,1976,Master,Together,65104.0,0,1,,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,0,3.0,11.0,1,15,1053.0,4,,5,5,3,4,534
8690,1962,Graduation,Married,86111.0,0,0,,73,399.0,28.0,756.0,36.0,40.0,126.0,1,5,7,10,2,0,0,0,0,0,0,3.0,11.0,0,22,1385.0,73,,6,2,5,5,255
2937,1974,PhD,Single,68352.0,0,1,,47,614.0,16.0,132.0,43.0,33.0,33.0,3,8,5,9,6,0,0,0,0,0,0,3.0,11.0,0,22,871.0,47,,6,3,5,4,354
9701,1988,Graduation,Together,41883.0,1,0,,13,32.0,34.0,41.0,73.0,16.0,116.0,3,4,2,3,7,0,0,0,0,0,0,3.0,11.0,0,9,312.0,13,,6,5,3,3,533
9949,1976,Graduation,Married,59809.0,0,2,,36,598.0,16.0,141.0,32.0,41.0,49.0,3,3,3,6,8,0,0,0,0,0,0,3.0,11.0,0,12,877.0,36,,6,4,3,4,434
10837,1975,Graduation,Married,23957.0,1,0,,47,2.0,1.0,18.0,20.0,11.0,16.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,1,5,68.0,47,,6,3,1,2,312
3120,1981,Graduation,Together,38547.0,1,0,,49,6.0,1.0,10.0,0.0,1.0,4.0,1,1,0,2,8,0,0,0,0,0,1,3.0,11.0,0,3,22.0,49,,5,3,1,1,311
5885,1973,2n Cycle,Married,35688.0,2,1,,94,73.0,3.0,90.0,12.0,1.0,32.0,7,4,1,4,8,0,0,0,0,0,0,3.0,11.0,0,9,211.0,94,,6,1,3,3,133
4050,1966,Master,Married,49605.0,0,0,,65,42.0,16.0,29.0,12.0,20.0,8.0,1,2,1,4,3,0,0,0,0,0,0,3.0,11.0,0,7,127.0,65,,6,2,2,2,222
3830,1953,Master,Married,59354.0,0,2,,59,295.0,21.0,78.0,39.0,13.0,13.0,1,4,4,7,3,0,0,0,0,0,0,3.0,11.0,0,15,459.0,59,,6,3,3,3,333
7987,1969,Graduation,Married,65747.0,0,1,2014-07-03,96,346.0,17.0,48.0,23.0,13.0,13.0,4,8,1,6,6,0,1,0,0,0,0,3.0,11.0,0,15,460.0,96,4123.0,6,1,3,3,133
7798,1972,2n Cycle,Together,46344.0,0,1,,28,233.0,20.0,57.0,8.0,20.0,91.0,4,7,1,5,7,0,0,0,0,0,0,3.0,11.0,0,13,429.0,28,,6,4,3,3,433
92,1988,Graduation,Single,34176.0,1,0,2014-12-05,12,5.0,7.0,24.0,19.0,14.0,20.0,4,3,0,4,6,0,0,0,0,0,0,3.0,11.0,0,7,89.0,12,3968.0,6,5,2,2,522
7055,1952,PhD,Together,61010.0,0,1,2012-09-10,57,888.0,0.0,57.0,0.0,0.0,76.0,2,8,5,11,5,0,0,0,0,0,0,3.0,11.0,0,24,1021.0,57,4784.0,3,3,5,4,354
10240,1949,Graduation,Together,69372.0,0,0,,10,997.0,26.0,269.0,34.0,13.0,42.0,1,10,4,6,4,0,1,1,0,0,0,3.0,11.0,1,20,1381.0,10,,6,5,4,5,545
3025,1958,Graduation,Single,49967.0,0,1,2013-08-07,4,212.0,6.0,69.0,4.0,12.0,3.0,3,6,1,5,7,0,0,0,0,0,0,3.0,11.0,0,12,306.0,4,4453.0,6,5,3,3,533
9283,1978,Graduation,Single,60199.0,1,2,2013-12-09,49,8.0,1.0,7.0,2.0,0.0,0.0,1,0,0,3,4,0,0,0,0,0,0,3.0,11.0,0,3,18.0,49,4329.0,4,3,1,1,311
9970,1977,Graduation,Together,55375.0,0,1,,3,42.0,11.0,57.0,10.0,28.0,14.0,1,1,1,6,2,0,0,0,0,0,0,3.0,11.0,0,8,162.0,3,,6,5,2,2,522
2730,1955,Graduation,Single,80317.0,0,0,,64,536.0,11.0,387.0,149.0,91.0,57.0,1,3,4,10,1,0,0,0,0,0,0,3.0,11.0,0,17,1231.0,64,,6,2,4,5,245
2795,1958,Master,Single,30523.0,2,1,2013-01-07,0,5.0,0.0,3.0,0.0,0.0,5.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,13.0,0,4665.0,3,5,1,1,511
9260,1945,PhD,Married,70356.0,0,0,2012-05-11,20,1349.0,16.0,249.0,43.0,16.0,33.0,2,10,6,9,6,0,0,0,0,0,0,3.0,11.0,0,25,1706.0,20,4906.0,6,4,5,5,455
8182,1984,Graduation,Married,23228.0,1,0,2014-05-01,91,53.0,3.0,49.0,7.0,4.0,5.0,4,3,0,4,8,0,0,0,0,0,0,3.0,11.0,0,7,121.0,91,4186.0,6,1,2,2,122
10095,1975,PhD,Divorced,74165.0,0,0,2013-01-05,9,1001.0,12.0,240.0,16.0,12.0,12.0,1,5,4,10,2,0,0,0,0,0,0,3.0,11.0,0,19,1293.0,9,4667.0,6,5,4,5,545
8475,1973,PhD,Married,157243.0,0,1,2014-01-03,98,20.0,2.0,1582.0,1.0,2.0,1.0,15,0,22,0,0,0,0,0,0,0,0,3.0,11.0,0,22,1608.0,98,4304.0,6,1,5,5,155
4370,1966,Graduation,Together,43482.0,2,1,,83,18.0,1.0,32.0,6.0,3.0,28.0,3,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,6,88.0,83,,6,1,2,2,122
10573,1953,Graduation,Divorced,62551.0,0,0,,27,125.0,16.0,98.0,134.0,21.0,27.0,1,6,7,4,3,1,0,0,0,0,0,3.0,11.0,0,17,421.0,27,,6,4,4,3,443
3712,1959,Graduation,Divorced,52332.0,0,0,,63,212.0,5.0,33.0,7.0,0.0,2.0,1,3,2,6,4,0,1,0,0,0,0,3.0,11.0,0,11,259.0,63,,5,2,3,3,233
6637,1988,Graduation,Single,66951.0,0,0,2013-02-11,46,277.0,162.0,305.0,173.0,76.0,124.0,1,3,4,7,1,0,0,0,0,0,0,3.0,11.0,0,14,1117.0,46,4630.0,6,3,3,4,334
3152,1957,Graduation,Together,26091.0,1,1,,84,15.0,10.0,19.0,8.0,17.0,20.0,3,2,1,3,5,0,0,0,0,0,0,3.0,11.0,0,6,89.0,84,,6,1,2,2,122
5610,1965,Graduation,Together,33456.0,1,1,,58,7.0,3.0,10.0,8.0,1.0,7.0,2,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,36.0,58,,6,3,1,1,311
6460,1982,Graduation,Married,28718.0,1,0,,78,12.0,4.0,6.0,11.0,8.0,16.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,5,57.0,78,,6,2,1,2,212
1349,1970,Graduation,Married,50447.0,2,0,,4,85.0,7.0,24.0,2.0,3.0,27.0,1,3,1,3,6,0,0,0,0,0,0,3.0,11.0,0,7,148.0,4,,6,5,2,2,522
1880,1959,PhD,Together,53537.0,1,1,,17,81.0,0.0,6.0,0.0,0.0,6.0,2,2,1,3,5,0,0,0,0,0,0,3.0,11.0,0,6,93.0,17,,3,5,2,2,522
641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59.0,0.0,12.0,0.0,0.0,48.0,1,2,2,2,4,1,0,0,0,0,0,3.0,11.0,0,6,119.0,77,4213.0,3,2,2,2,222
8717,1975,PhD,Married,80427.0,0,1,2012-12-09,56,1149.0,71.0,449.0,69.0,71.0,26.0,1,11,8,8,5,0,0,0,0,0,0,3.0,11.0,0,27,1835.0,56,4694.0,6,3,5,5,355
10314,1948,PhD,Married,83837.0,0,0,,79,847.0,66.0,119.0,86.0,89.0,111.0,1,9,10,5,4,0,1,0,1,0,0,3.0,11.0,1,24,1318.0,79,,6,2,5,5,255
10854,1970,PhD,Married,38853.0,1,1,,90,29.0,0.0,14.0,0.0,0.0,2.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,45.0,90,,3,1,1,1,111
10492,1959,Graduation,Together,38285.0,2,1,,96,2.0,0.0,5.0,2.0,0.0,1.0,1,0,0,3,2,0,0,0,0,0,0,3.0,11.0,0,3,10.0,96,,4,1,1,1,111
6935,1951,2n Cycle,Married,78497.0,0,0,2013-01-12,44,207.0,26.0,447.0,75.0,0.0,223.0,1,5,7,12,2,0,0,0,1,0,0,3.0,11.0,0,24,978.0,44,4660.0,5,3,5,4,354
7698,1976,PhD,Married,51650.0,0,1,2014-11-05,81,152.0,3.0,22.0,2.0,5.0,7.0,1,4,1,4,5,0,0,0,0,0,0,3.0,11.0,0,9,191.0,81,3998.0,6,1,3,2,132
3559,1988,2n Cycle,Married,16248.0,1,0,2014-10-05,77,12.0,11.0,10.0,3.0,12.0,9.0,3,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,6,57.0,77,4029.0,6,2,2,2,222
10562,1946,Master,Married,66835.0,0,0,,21,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,0,0,0,0,0,0,3.0,11.0,0,23,1033.0,21,,6,4,5,4,454
10796,1984,Master,Married,30477.0,1,0,,16,47.0,1.0,6.0,0.0,0.0,12.0,1,1,1,3,6,0,0,0,0,0,0,3.0,11.0,0,5,66.0,16,,4,5,1,2,512
2563,1961,Basic,Married,28249.0,0,0,,80,1.0,9.0,7.0,2.0,14.0,10.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,5,43.0,80,,6,1,1,1,111
3518,1983,Graduation,Married,25271.0,1,0,2012-05-12,45,10.0,1.0,18.0,10.0,4.0,7.0,1,1,1,2,9,0,0,0,0,0,0,3.0,11.0,0,4,50.0,45,4905.0,6,3,1,1,311
5823,1970,PhD,Single,32303.0,0,1,2014-08-03,63,35.0,0.0,2.0,0.0,0.0,2.0,2,1,0,4,5,0,0,0,0,0,0,3.0,11.0,0,5,39.0,63,4092.0,3,2,1,1,211
3934,1966,Graduation,Married,61286.0,0,1,2013-02-08,34,356.0,0.0,107.0,19.0,9.0,117.0,2,7,1,8,5,0,0,0,0,0,0,3.0,11.0,0,16,608.0,34,4633.0,5,4,4,3,443
6982,1976,Graduation,Married,74068.0,0,0,,14,783.0,30.0,537.0,140.0,76.0,15.0,1,4,10,9,2,0,0,0,0,0,0,3.0,11.0,0,23,1581.0,14,,6,5,5,5,555
6431,1964,PhD,Married,45759.0,1,1,,13,42.0,1.0,18.0,3.0,0.0,4.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,68.0,13,,5,5,1,2,512
9733,1978,Basic,Together,24882.0,1,0,2012-09-09,52,1.0,4.0,10.0,29.0,0.0,36.0,1,1,1,2,6,1,0,0,0,0,0,3.0,11.0,0,4,80.0,52,4785.0,5,3,1,2,312
5602,1989,PhD,Together,66973.0,0,0,,98,466.0,22.0,432.0,147.0,113.0,102.0,1,8,7,12,3,0,0,0,0,0,0,3.0,11.0,0,27,1282.0,98,,6,1,5,5,155
1324,1988,Graduation,Married,38872.0,1,0,,93,23.0,3.0,21.0,3.0,19.0,22.0,2,3,0,3,8,0,0,0,0,0,0,3.0,11.0,0,6,91.0,93,,6,1,2,2,122
326,1973,Graduation,Married,51148.0,1,1,,38,235.0,6.0,45.0,8.0,9.0,12.0,4,5,1,6,6,0,0,0,0,0,0,3.0,11.0,0,12,315.0,38,,6,4,3,3,433
7224,1977,Graduation,Married,31353.0,1,1,,24,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,0,0,0,0,0,0,3.0,11.0,0,4,31.0,24,,5,4,1,1,411
6999,1980,Master,Married,69661.0,0,0,,80,656.0,16.0,106.0,32.0,16.0,8.0,1,7,3,12,3,0,0,0,0,0,0,3.0,11.0,0,22,834.0,80,,6,1,5,4,154
9938,1954,Graduation,Married,80067.0,0,0,,82,519.0,17.0,813.0,27.0,173.0,51.0,1,4,6,6,2,0,0,1,0,0,0,3.0,11.0,0,16,1600.0,82,,6,1,4,5,145
6422,1954,Graduation,Married,86718.0,0,0,,20,344.0,189.0,482.0,50.0,33.0,172.0,1,5,6,5,2,0,0,0,0,0,0,3.0,11.0,0,16,1270.0,20,,6,4,4,5,445
3182,1973,PhD,Single,46854.0,1,1,,81,96.0,1.0,79.0,7.0,1.0,79.0,6,5,1,3,8,1,0,0,0,0,0,3.0,11.0,1,9,263.0,81,,6,1,3,3,133
7300,1952,Graduation,Divorced,69142.0,0,1,,50,448.0,4.0,34.0,6.0,4.0,39.0,3,8,1,7,5,0,1,0,0,0,0,3.0,11.0,0,16,535.0,50,,6,3,4,3,343
10424,1968,Graduation,Single,75922.0,0,0,2013-09-12,60,265.0,138.0,553.0,224.0,23.0,92.0,1,4,4,9,1,0,0,0,0,0,0,3.0,11.0,0,17,1295.0,60,4417.0,6,2,4,5,245
8727,1978,Graduation,Divorced,63693.0,0,1,,63,587.0,43.0,337.0,42.0,87.0,54.0,3,11,6,9,6,0,0,0,0,0,0,3.0,11.0,0,26,1150.0,63,,6,2,5,4,254
2798,1977,PhD,Together,102160.0,0,0,2012-02-11,54,763.0,29.0,138.0,76.0,176.0,58.0,0,7,9,10,4,0,1,1,1,0,0,3.0,11.0,1,26,1240.0,54,4996.0,6,3,5,5,355
1030,1965,PhD,Single,40637.0,1,1,,72,22.0,0.0,13.0,0.0,0.0,3.0,2,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,38.0,72,,3,2,1,1,211
624,1984,Master,Single,18890.0,0,0,2012-10-11,5,6.0,4.0,1.0,7.0,2.0,15.0,1,0,1,2,6,1,0,0,0,0,0,3.0,11.0,1,3,35.0,5,4753.0,6,5,1,1,511
5176,1988,Graduation,Together,29604.0,1,0,2013-08-12,88,7.0,6.0,13.0,7.0,6.0,14.0,1,1,0,3,9,1,0,0,0,0,0,3.0,11.0,0,4,53.0,88,4448.0,6,1,1,1,111
5552,1963,Master,Divorced,48721.0,1,1,,50,81.0,18.0,113.0,47.0,13.0,21.0,6,4,2,5,6,0,0,0,0,0,0,3.0,11.0,0,11,293.0,50,,6,3,3,3,333
868,1966,Graduation,Married,44794.0,0,1,2014-08-06,99,54.0,0.0,7.0,0.0,0.0,4.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,5,65.0,99,4089.0,3,1,1,2,112
380,1954,Graduation,Divorced,64497.0,0,1,2012-10-09,17,1170.0,48.0,320.0,42.0,32.0,192.0,5,11,4,9,8,1,0,0,0,0,0,3.0,11.0,1,24,1804.0,17,4755.0,6,5,5,5,555
2677,1956,Graduation,Together,46097.0,0,1,,11,72.0,24.0,68.0,65.0,4.0,8.0,5,3,1,6,4,0,0,0,0,0,0,3.0,11.0,0,10,241.0,11,,6,5,3,3,533
6521,1954,Graduation,Together,77972.0,0,0,,18,613.0,22.0,319.0,33.0,102.0,12.0,1,4,6,9,1,0,0,0,0,0,0,3.0,11.0,0,19,1101.0,18,,6,5,4,4,544
6927,1968,PhD,Married,44377.0,1,1,2012-05-10,70,224.0,0.0,30.0,0.0,0.0,10.0,8,5,1,5,8,0,0,0,0,0,0,3.0,11.0,0,11,264.0,70,4907.0,3,2,3,3,233
2877,1974,Master,Together,46014.0,1,1,,21,410.0,0.0,59.0,19.0,9.0,44.0,10,7,1,8,7,0,0,0,0,0,0,3.0,11.0,0,16,541.0,21,,5,4,4,3,443
0,1985,Graduation,Married,70951.0,0,0,2013-04-05,66,239.0,10.0,554.0,254.0,87.0,54.0,1,3,4,9,1,0,0,0,0,0,0,3.0,11.0,0,16,1198.0,66,4577.0,6,2,4,5,245
1584,1977,Graduation,Married,41443.0,1,0,2014-01-04,79,171.0,7.0,171.0,25.0,19.0,89.0,6,8,1,5,8,0,0,0,0,0,0,3.0,11.0,0,14,482.0,79,4303.0,6,2,3,3,233
7264,1978,2n Cycle,Single,52195.0,2,1,2014-12-05,2,12.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,3,17.0,2,3968.0,3,5,1,1,511
6274,1948,Master,Married,83790.0,0,0,,81,1076.0,16.0,417.0,42.0,48.0,16.0,1,8,10,6,3,0,1,1,0,0,0,3.0,11.0,0,24,1615.0,81,,6,1,5,5,155
1377,1954,Master,Widow,44551.0,0,1,,24,182.0,4.0,33.0,0.0,0.0,66.0,2,4,1,5,7,0,0,0,0,0,0,3.0,11.0,0,10,285.0,24,,4,4,3,3,433
454,1980,Graduation,Together,69508.0,1,0,,48,824.0,32.0,162.0,42.0,32.0,43.0,2,11,4,11,6,0,0,0,0,0,0,3.0,11.0,0,26,1135.0,48,,6,3,5,4,354
1755,1988,2n Cycle,Together,45204.0,1,0,2014-11-04,93,30.0,11.0,25.0,29.0,1.0,18.0,1,1,1,4,3,0,0,0,0,0,0,3.0,11.0,0,6,114.0,93,3999.0,6,1,2,2,122
2075,1969,Graduation,Married,72460.0,0,0,,56,377.0,10.0,540.0,80.0,30.0,10.0,1,3,5,7,1,0,0,0,0,0,0,3.0,11.0,0,15,1047.0,56,,6,3,3,4,334
4785,1970,PhD,Together,77622.0,0,2,,3,520.0,7.0,154.0,19.0,0.0,14.0,2,6,3,11,3,0,0,0,0,0,0,3.0,11.0,0,20,714.0,3,,5,5,4,4,544
9076,1980,PhD,Married,30732.0,1,0,2013-05-01,44,155.0,1.0,25.0,0.0,1.0,3.0,4,4,1,4,8,0,0,0,0,0,0,3.0,11.0,0,9,185.0,44,4551.0,5,3,3,2,332
7079,1962,Graduation,Divorced,63887.0,0,1,2012-08-09,38,897.0,23.0,207.0,15.0,11.0,92.0,5,9,6,12,6,0,0,0,0,0,0,3.0,11.0,0,27,1245.0,38,4816.0,6,4,5,5,455
4653,1978,Graduation,Together,42011.0,1,0,,46,131.0,0.0,16.0,2.0,1.0,39.0,4,3,1,4,8,0,0,0,0,0,0,3.0,11.0,0,8,189.0,46,,5,3,2,2,322
7375,1976,Graduation,Together,51369.0,0,1,,84,297.0,7.0,79.0,0.0,11.0,182.0,2,8,2,4,8,0,0,0,0,0,0,3.0,11.0,0,14,576.0,84,,5,1,3,3,133
709,1952,Graduation,Divorced,51537.0,0,1,2012-09-12,27,787.0,20.0,204.0,0.0,0.0,92.0,3,2,2,11,8,0,0,0,0,0,0,3.0,11.0,0,15,1103.0,27,4782.0,4,4,3,4,434
460,1972,PhD,Married,79930.0,0,0,2012-08-08,72,792.0,86.0,740.0,67.0,51.0,17.0,1,3,5,8,2,0,0,0,0,0,0,3.0,11.0,0,16,1753.0,72,4817.0,6,2,4,5,245
3726,1986,PhD,Together,34320.0,1,0,,66,4.0,1.0,9.0,3.0,0.0,0.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,3,17.0,66,,4,2,1,1,211
6798,1966,Graduation,Single,37070.0,1,1,,30,231.0,7.0,137.0,4.0,15.0,39.0,9,5,1,8,7,0,0,0,0,0,0,3.0,11.0,1,14,433.0,30,,6,4,3,3,433
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-05-01,2,983.0,76.0,184.0,180.0,138.0,27.0,1,6,3,4,7,0,0,1,0,0,0,3.0,11.0,0,13,1588.0,2,4551.0,6,5,3,5,535
1606,1971,Graduation,Together,38590.0,1,0,,65,3.0,1.0,8.0,4.0,3.0,3.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,3,22.0,65,,6,2,1,1,211
9617,1951,Graduation,Single,15033.0,0,0,,37,0.0,4.0,5.0,6.0,0.0,4.0,1,1,0,3,3,0,0,0,0,0,0,3.0,11.0,0,4,19.0,37,,4,4,1,1,411
3233,1965,PhD,Married,62745.0,0,1,,89,562.0,21.0,464.0,28.0,10.0,32.0,3,7,8,11,5,0,0,0,0,0,0,3.0,11.0,0,26,1117.0,89,,6,1,5,4,154
89,1975,2n Cycle,Married,22212.0,1,0,2013-09-12,49,5.0,9.0,20.0,6.0,8.0,21.0,2,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,6,69.0,49,4417.0,6,3,2,2,322
2936,1982,Master,Together,23661.0,1,0,2013-04-12,46,18.0,0.0,4.0,0.0,0.0,1.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,23.0,46,4570.0,3,3,1,1,311
9449,1958,PhD,Single,79761.0,0,1,2013-04-10,32,415.0,5.0,124.0,15.0,35.0,11.0,1,5,2,11,3,0,0,0,0,0,0,3.0,11.0,0,18,605.0,32,4572.0,6,4,4,3,443
7297,1973,Graduation,Single,7500.0,1,0,,54,5.0,3.0,10.0,12.0,7.0,20.0,4,3,1,3,7,0,0,0,0,0,0,3.0,11.0,0,7,57.0,54,,6,3,2,2,322
313,1968,Graduation,Widow,73455.0,0,0,,98,901.0,61.0,757.0,186.0,163.0,20.0,1,6,5,10,3,0,1,0,0,0,0,3.0,11.0,0,21,2088.0,98,,6,1,5,5,155
9940,1958,Graduation,Together,64961.0,0,1,,97,382.0,114.0,276.0,75.0,124.0,38.0,2,6,4,4,3,0,0,0,0,0,0,3.0,11.0,0,14,1009.0,97,,6,1,3,4,134
10735,1971,Graduation,Single,22804.0,1,0,,75,14.0,1.0,7.0,2.0,1.0,1.0,1,2,0,2,9,0,0,0,0,0,0,3.0,11.0,0,4,26.0,75,,6,2,1,1,211
9529,1990,Graduation,Married,73687.0,0,0,,8,559.0,153.0,503.0,218.0,13.0,181.0,1,3,9,9,2,0,0,0,1,0,0,3.0,11.0,1,21,1627.0,8,,6,5,5,5,555
6439,1958,Graduation,Married,61074.0,0,1,,37,789.0,0.0,133.0,0.0,28.0,152.0,7,11,5,8,7,0,0,0,0,0,0,3.0,11.0,0,24,1102.0,37,,4,4,5,4,454
7411,1964,PhD,Married,31686.0,1,1,2014-05-06,31,11.0,0.0,5.0,0.0,0.0,1.0,2,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,17.0,31,4181.0,3,4,1,1,411
2176,1972,Graduation,Married,80134.0,1,0,,40,1218.0,16.0,272.0,104.0,0.0,80.0,2,5,3,6,6,0,1,1,1,0,0,3.0,11.0,1,14,1690.0,40,,5,3,3,5,335
9265,1953,Graduation,Married,75027.0,0,1,2013-09-01,74,925.0,64.0,179.0,133.0,12.0,77.0,2,9,4,6,5,0,0,0,0,0,0,3.0,11.0,0,19,1390.0,74,4428.0,6,2,4,5,245
8867,1988,PhD,Married,67546.0,0,0,,90,864.0,134.0,768.0,150.0,38.0,172.0,1,4,10,5,3,0,0,0,0,0,0,3.0,11.0,0,19,2126.0,90,,6,1,4,5,145
8932,1969,Master,Together,65176.0,0,1,,57,960.0,28.0,183.0,220.0,70.0,70.0,4,9,6,6,6,0,0,0,0,0,0,3.0,11.0,0,21,1531.0,57,,6,3,5,5,355
10236,1975,Master,Single,31160.0,1,0,,59,16.0,3.0,25.0,6.0,1.0,13.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,5,64.0,59,,6,3,1,2,312
6340,1985,Graduation,Single,29938.0,1,0,,52,3.0,3.0,7.0,0.0,2.0,11.0,2,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,26.0,52,,5,3,1,1,311
10089,1974,Graduation,Divorced,102692.0,0,0,2013-05-04,5,168.0,148.0,444.0,32.0,172.0,148.0,1,6,9,13,2,0,1,1,1,1,0,3.0,11.0,1,28,1112.0,5,4548.0,6,5,5,4,554
2227,1958,2n Cycle,Together,26490.0,0,0,,92,45.0,47.0,52.0,21.0,20.0,25.0,2,3,1,5,6,0,0,0,0,0,0,3.0,11.0,0,9,210.0,92,,6,1,3,3,133
10992,1967,Graduation,Together,75702.0,1,1,,77,650.0,28.0,353.0,45.0,42.0,30.0,5,4,6,11,8,0,0,0,0,0,0,3.0,11.0,0,21,1148.0,77,,6,2,5,4,254
5304,1974,PhD,Single,30899.0,1,0,,35,24.0,0.0,8.0,0.0,0.0,1.0,2,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,33.0,35,,3,4,1,1,411
309,1961,PhD,Together,63342.0,0,1,,48,918.0,21.0,118.0,13.0,10.0,21.0,3,8,3,5,6,0,1,0,0,0,0,3.0,11.0,0,16,1101.0,48,,6,3,4,4,344
3406,1964,Graduation,Single,45989.0,0,1,,97,138.0,33.0,87.0,28.0,24.0,12.0,4,3,2,7,3,0,0,0,0,0,0,3.0,11.0,0,12,322.0,97,,6,1,3,3,133
