Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Nb_achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Depense_totale,Depense_plaisir,Part_plaisir,Taux_depense_sur_revenu,Total_achats,Part_achats_en_ligne,Part_achats_catalogue,Taux_visite_achat_web,Nb_enfants_total,Age,Score_engagement_marketing,Taux_acceptation_campagne
9235,1957,Graduation,Single,51371.0,1,1,1970-01-01,45,7.0,0.0,8.0,2.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,18.0,8.0,0.4444444444444444,0.00035039224465165174,3,0.3333333333333333,0.0,0.14285714285714285,2,57,0,0.0
5798,1973,Master,Together,51371.0,0,0,1970-01-01,87,445.0,37.0,359.0,98.0,28.0,18.0,1,2,4,8,1,0,0,0,0,0,0,3.0,11.0,0,985.0,491.0,0.4984771573604061,0.01917424227677094,14,0.14285714285714285,0.2857142857142857,2.0,0,41,0,0.0
11178,1972,Master,Single,42394.0,1,0,1970-01-01,69,15.0,2.0,10.0,0.0,1.0,4.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,32.0,20.0,0.625,0.0007548237958201632,4,0.25,0.0,0.14285714285714285,1,42,0,0.0
2230,1970,PhD,Married,23626.0,1,0,1970-01-01,84,27.0,2.0,14.0,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,3.0,11.0,0,43.0,27.0,0.627906976744186,0.0018200287818505036,7,0.42857142857142855,0.14285714285714285,0.6,1,44,0,0.0
7516,1983,Graduation,Married,30096.0,1,0,1970-01-01,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,45.0,19.0,0.4222222222222222,0.0014952153110047847,5,0.4,0.0,0.3333333333333333,1,31,0,0.0
7247,1960,Graduation,Widow,47916.0,0,1,1970-01-01,72,505.0,0.0,26.0,0.0,0.0,75.0,5,7,4,6,6,0,1,0,0,0,0,3.0,11.0,0,606.0,580.0,0.9570957095709571,0.012647132481843225,17,0.4117647058823529,0.23529411764705882,1.1666666666666667,1,54,1,0.2
11100,1972,Graduation,Divorced,51813.0,1,1,2013-11-04,37,51.0,2.0,7.0,0.0,1.0,2.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,63.0,54.0,0.8571428571428571,0.0012159110647906896,5,0.4,0.0,0.2857142857142857,2,42,0,0.0
4646,1951,2n Cycle,Married,78497.0,0,0,2013-01-12,44,207.0,26.0,447.0,75.0,0.0,223.0,1,5,7,12,2,0,0,0,1,0,0,3.0,11.0,0,978.0,430.0,0.4396728016359918,0.012459074869103278,24,0.20833333333333334,0.2916666666666667,2.5,0,63,1,0.2
3037,1983,PhD,Married,50150.0,0,0,1970-01-01,32,135.0,46.0,92.0,65.0,61.0,11.0,2,5,2,7,5,0,0,0,0,0,0,3.0,11.0,0,410.0,207.0,0.5048780487804878,0.008175473579262214,14,0.35714285714285715,0.14285714285714285,1.0,0,31,0,0.0
1473,1960,2n Cycle,Single,47823.0,0,1,1970-01-01,0,53.0,1.0,5.0,2.0,1.0,10.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,72.0,64.0,0.8888888888888888,0.001505551721974782,5,0.4,0.0,0.25,1,54,0,0.0
1016,1959,PhD,Single,34554.0,0,1,1970-01-01,43,41.0,1.0,6.0,2.0,0.0,5.0,2,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,55.0,46.0,0.8363636363636363,0.0015917115239914338,5,0.4,0.0,0.3333333333333333,1,55,0,0.0
4518,1979,Graduation,Together,85693.0,0,1,1970-01-01,59,386.0,172.0,183.0,185.0,132.0,111.0,2,9,5,11,5,0,0,0,0,0,0,3.0,11.0,0,1169.0,629.0,0.5380667236954663,0.013641721027388469,25,0.36,0.2,1.8,1,35,0,0.0
9370,1945,PhD,Married,65846.0,0,0,1970-01-01,68,562.0,81.0,276.0,80.0,40.0,81.0,1,6,3,6,4,0,0,0,0,0,0,3.0,11.0,0,1120.0,683.0,0.6098214285714286,0.017009385535947514,15,0.4,0.2,1.5,0,69,0,0.0
8908,1959,Graduation,Married,87195.0,0,0,2014-08-05,35,217.0,76.0,690.0,50.0,26.0,38.0,1,3,11,5,1,0,0,0,0,0,0,3.0,11.0,1,1097.0,281.0,0.2561531449407475,0.012580996616778485,19,0.15789473684210525,0.5789473684210527,3.0,0,55,0,0.0
8373,1979,Basic,Together,24594.0,1,0,2013-10-12,94,1.0,3.0,6.0,10.0,0.0,9.0,1,1,0,3,5,0,0,0,0,0,0,3.0,11.0,0,29.0,10.0,0.3448275862068966,0.0011791493860291128,4,0.25,0.0,0.2,1,35,0,0.0
7533,1964,Graduation,Married,49096.0,1,1,1970-01-01,15,144.0,1.0,32.0,2.0,1.0,7.0,4,4,1,4,7,0,0,0,0,0,0,3.0,11.0,0,187.0,152.0,0.8128342245989305,0.003808864265927978,9,0.4444444444444444,0.1111111111111111,0.5714285714285714,2,50,0,0.0
2683,1969,Graduation,Married,52413.0,0,2,2013-02-02,56,295.0,106.0,271.0,75.0,98.0,65.0,4,6,4,12,6,0,0,0,0,0,0,3.0,11.0,0,910.0,458.0,0.5032967032967033,0.017362104821322954,22,0.2727272727272727,0.18181818181818182,1.0,2,45,0,0.0
3629,1978,Graduation,Single,38557.0,1,0,1970-01-01,17,76.0,3.0,31.0,4.0,4.0,27.0,2,3,1,3,7,0,0,0,0,0,0,3.0,11.0,0,145.0,107.0,0.7379310344827587,0.0037606660269211816,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,1,36,0,0.0
10991,1960,Master,Married,89058.0,0,0,2012-07-12,18,454.0,194.0,106.0,31.0,22.0,43.0,1,5,4,4,2,0,0,0,0,0,0,3.0,11.0,0,850.0,519.0,0.6105882352941177,0.009544341889555122,13,0.38461538461538464,0.3076923076923077,2.5,0,54,0,0.0
5077,1979,Graduation,Together,77298.0,0,1,2013-02-11,46,425.0,115.0,292.0,23.0,35.0,79.0,1,6,6,11,3,0,0,0,0,0,0,3.0,11.0,0,969.0,539.0,0.5562435500515995,0.012535900023286502,23,0.2608695652173913,0.2608695652173913,2.0,1,35,0,0.0
7431,1991,PhD,Single,68126.0,0,0,2012-10-11,40,1332.0,17.0,311.0,23.0,51.0,86.0,1,7,4,5,9,0,1,0,0,0,0,3.0,11.0,1,1820.0,1469.0,0.8071428571428572,0.026715204180489095,16,0.4375,0.25,0.7777777777777778,0,23,1,0.2
3267,1963,Master,Together,57288.0,0,1,1970-01-01,27,527.0,0.0,21.0,0.0,0.0,60.0,3,8,1,8,6,0,1,0,0,0,0,3.0,11.0,0,608.0,587.0,0.9654605263157895,0.010613042871107387,17,0.47058823529411764,0.058823529411764705,1.3333333333333333,1,51,1,0.2
999,1991,Graduation,Single,86037.0,0,0,2013-02-01,95,490.0,44.0,125.0,29.0,20.0,22.0,1,6,7,11,3,0,1,1,0,0,0,3.0,11.0,1,730.0,532.0,0.7287671232876712,0.008484721689505677,24,0.25,0.2916666666666667,2.0,0,23,2,0.4
9215,1980,PhD,Married,43974.0,1,0,2012-12-12,19,378.0,0.0,101.0,0.0,0.0,72.0,5,6,4,6,7,0,0,0,0,0,0,3.0,11.0,0,551.0,450.0,0.8166969147005445,0.012530131441306226,16,0.375,0.25,0.8571428571428571,1,34,0,0.0
2286,1962,Graduation,Single,50785.0,1,1,2013-10-09,27,64.0,1.0,21.0,0.0,1.0,27.0,2,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,114.0,92.0,0.8070175438596491,0.0022447573102293986,6,0.3333333333333333,0.16666666666666666,0.3333333333333333,2,52,0,0.0
1592,1970,Graduation,Married,90765.0,0,0,1970-01-01,25,547.0,99.0,812.0,151.0,82.0,33.0,0,4,6,5,1,0,0,1,1,0,0,3.0,11.0,0,1724.0,662.0,0.3839907192575406,0.018994105657467085,15,0.26666666666666666,0.4,4.0,0,44,2,0.4
367,1978,2n Cycle,Married,36550.0,1,0,1970-01-01,74,47.0,90.0,94.0,123.0,103.0,120.0,5,9,1,5,9,0,0,0,0,0,0,3.0,11.0,0,577.0,270.0,0.4679376083188908,0.015786593707250343,15,0.6,0.06666666666666667,1.0,1,36,0,0.0
5234,1967,2n Cycle,Together,30753.0,1,1,2013-11-07,85,12.0,5.0,25.0,0.0,9.0,30.0,2,1,1,3,5,0,0,0,0,0,0,3.0,11.0,0,81.0,51.0,0.6296296296296297,0.0026338893766461808,5,0.2,0.2,0.2,2,47,0,0.0
9862,1969,Graduation,Together,21918.0,1,0,1970-01-01,37,1.0,6.0,7.0,11.0,5.0,3.0,2,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,33.0,9.0,0.2727272727272727,0.0015056118258965235,5,0.4,0.0,0.3333333333333333,1,45,0,0.0
9805,1953,Master,Together,56129.0,0,1,1970-01-01,65,320.0,48.0,133.0,39.0,72.0,48.0,4,6,2,10,4,0,0,0,0,0,0,3.0,11.0,0,660.0,440.0,0.6666666666666666,0.01175862744748704,18,0.3333333333333333,0.1111111111111111,1.5,1,61,0,0.0
6205,1967,Master,Single,32557.0,1,0,1970-01-01,13,34.0,3.0,29.0,0.0,4.0,10.0,3,2,1,3,5,0,0,0,0,0,0,3.0,11.0,1,80.0,48.0,0.6,0.0024572288601529624,6,0.3333333333333333,0.16666666666666666,0.4,1,47,0,0.0
8442,1985,Master,Married,19510.0,2,0,2013-04-09,63,9.0,0.0,7.0,3.0,4.0,7.0,2,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,30.0,20.0,0.6666666666666666,0.0015376729882111738,4,0.25,0.0,0.14285714285714285,2,29,0,0.0
7386,1976,Graduation,Divorced,30992.0,1,0,1970-01-01,83,17.0,0.0,14.0,7.0,3.0,2.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,43.0,22.0,0.5116279069767442,0.0013874548270521425,4,0.25,0.0,0.14285714285714285,1,38,0,0.0
7215,1983,Graduation,Single,101970.0,0,0,2013-12-03,69,722.0,27.0,102.0,44.0,72.0,168.0,0,6,8,13,2,0,1,1,1,0,0,3.0,11.0,1,1135.0,962.0,0.8475770925110132,0.011130724722957733,27,0.2222222222222222,0.2962962962962963,3.0,0,31,3,0.6
1491,1965,2n Cycle,Together,71488.0,0,0,1970-01-01,87,162.0,33.0,124.0,40.0,28.0,172.0,2,3,4,7,1,0,0,0,0,0,0,3.0,11.0,0,559.0,362.0,0.6475849731663685,0.00781949418084154,14,0.21428571428571427,0.2857142857142857,3.0,0,49,0,0.0
11071,1984,Graduation,Single,79607.0,0,0,1970-01-01,37,450.0,133.0,951.0,173.0,0.0,216.0,1,3,6,6,1,0,0,0,0,0,0,3.0,11.0,1,1923.0,666.0,0.3463338533541342,0.024156167171228662,15,0.2,0.4,3.0,0,30,0,0.0
3381,1953,Master,Married,54348.0,1,1,2014-08-06,51,70.0,0.0,16.0,0.0,0.0,4.0,2,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,90.0,74.0,0.8222222222222222,0.0016559947008169575,6,0.3333333333333333,0.0,0.3333333333333333,2,61,0,0.0
8268,1961,PhD,Married,51371.0,0,1,2013-11-07,23,352.0,0.0,27.0,10.0,0.0,15.0,3,6,1,7,6,0,0,0,0,0,0,3.0,11.0,0,404.0,367.0,0.9084158415841584,0.007864359268848183,14,0.42857142857142855,0.07142857142857142,1.0,1,53,0,0.0
11051,1956,PhD,Together,77376.0,1,1,2014-10-05,72,492.0,19.0,110.0,16.0,12.0,12.0,4,6,3,10,4,0,0,0,0,0,0,3.0,11.0,0,661.0,516.0,0.7806354009077155,0.008542700578990902,19,0.3157894736842105,0.15789473684210525,1.5,2,58,0,0.0
8026,1952,Graduation,Married,62998.0,0,1,1970-01-01,10,120.0,58.0,73.0,65.0,89.0,58.0,5,5,4,5,5,0,0,0,0,0,0,3.0,11.0,0,463.0,267.0,0.5766738660907127,0.007349439664751262,14,0.35714285714285715,0.2857142857142857,1.0,1,62,0,0.0
433,1958,Master,Single,61331.0,1,1,2013-10-03,42,534.0,5.0,47.0,0.0,5.0,41.0,5,11,1,6,8,0,0,0,0,0,0,3.0,11.0,0,632.0,580.0,0.9177215189873418,0.010304739854233585,18,0.6111111111111112,0.05555555555555555,1.375,2,56,0,0.0
9597,1969,Graduation,Married,73448.0,0,0,2014-10-02,10,236.0,106.0,189.0,23.0,41.0,130.0,1,7,2,9,4,0,0,0,0,0,0,3.0,11.0,0,725.0,407.0,0.5613793103448276,0.009870929092691428,18,0.3888888888888889,0.1111111111111111,1.75,0,45,0,0.0
1295,1963,Graduation,Married,51371.0,0,1,2013-11-08,96,231.0,65.0,196.0,38.0,71.0,124.0,1,6,5,7,4,0,0,0,0,0,0,3.0,11.0,0,725.0,426.0,0.5875862068965517,0.014113020965135972,18,0.3333333333333333,0.2777777777777778,1.5,1,51,0,0.0
5290,1964,PhD,Married,41551.0,1,1,1970-01-01,51,220.0,0.0,33.0,3.0,0.0,23.0,5,5,1,5,8,0,0,0,0,0,0,3.0,11.0,0,279.0,243.0,0.8709677419354839,0.006714639840196385,11,0.45454545454545453,0.09090909090909091,0.625,2,50,0,0.0
1685,1967,PhD,Together,62981.0,0,0,1970-01-01,21,796.0,14.0,590.0,38.0,44.0,0.0,1,4,5,13,3,0,1,0,0,0,0,3.0,11.0,0,1482.0,840.0,0.5668016194331984,0.02353090614629809,22,0.18181818181818182,0.22727272727272727,1.3333333333333333,0,47,1,0.2
5342,1976,Basic,Divorced,9548.0,1,0,2012-08-08,31,0.0,1.0,3.0,10.0,6.0,9.0,2,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,29.0,15.0,0.5172413793103449,0.0030372852953498117,4,0.25,0.0,0.125,1,38,0,0.0
9579,1959,PhD,Married,33762.0,2,1,2013-07-07,61,53.0,1.0,34.0,2.0,0.0,16.0,3,2,2,2,8,0,0,0,0,0,0,3.0,11.0,0,106.0,69.0,0.6509433962264151,0.003139624429832356,6,0.3333333333333333,0.3333333333333333,0.25,3,55,0,0.0
7660,1973,PhD,Single,35860.0,1,1,1970-01-01,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,1,0,0,0,0,0,3.0,11.0,1,49.0,37.0,0.7551020408163265,0.0013664249860568878,4,0.25,0.25,0.2,2,41,1,0.2
1461,1965,PhD,Divorced,36921.0,1,1,1970-01-01,74,17.0,1.0,12.0,3.0,1.0,4.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,38.0,22.0,0.5789473684210527,0.0010292245605481975,5,0.4,0.0,0.2857142857142857,2,49,0,0.0
821,1992,Master,Single,92859.0,0,0,1970-01-01,46,962.0,61.0,921.0,52.0,61.0,20.0,1,5,4,12,2,0,0,0,0,0,0,3.0,11.0,0,2077.0,1043.0,0.502166586422725,0.02236724496279305,21,0.23809523809523808,0.19047619047619047,2.5,0,22,0,0.0
11084,1976,Master,Together,65104.0,0,1,1970-01-01,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,0,3.0,11.0,1,1053.0,808.0,0.7673314339981007,0.016174121405750797,15,0.2,0.3333333333333333,0.42857142857142855,1,38,0,0.0
8690,1962,Graduation,Married,86111.0,0,0,1970-01-01,73,399.0,28.0,756.0,36.0,40.0,126.0,1,5,7,10,2,0,0,0,0,0,0,3.0,11.0,0,1385.0,565.0,0.40794223826714804,0.016083891721150607,22,0.22727272727272727,0.3181818181818182,2.5,0,52,0,0.0
2937,1974,PhD,Single,68352.0,0,1,1970-01-01,47,614.0,16.0,132.0,43.0,33.0,33.0,3,8,5,9,6,0,0,0,0,0,0,3.0,11.0,0,871.0,680.0,0.7807118254879449,0.012742860486891387,22,0.36363636363636365,0.22727272727272727,1.3333333333333333,1,40,0,0.0
9701,1988,Graduation,Together,41883.0,1,0,1970-01-01,13,32.0,34.0,41.0,73.0,16.0,116.0,3,4,2,3,7,0,0,0,0,0,0,3.0,11.0,0,312.0,164.0,0.5256410256410257,0.007449323114390087,9,0.4444444444444444,0.2222222222222222,0.5714285714285714,1,26,0,0.0
9949,1976,Graduation,Married,59809.0,0,2,1970-01-01,36,598.0,16.0,141.0,32.0,41.0,49.0,3,3,3,6,8,0,0,0,0,0,0,3.0,11.0,0,877.0,688.0,0.7844925883694412,0.01466334498152452,12,0.25,0.25,0.375,2,38,0,0.0
10837,1975,Graduation,Married,23957.0,1,0,1970-01-01,47,2.0,1.0,18.0,20.0,11.0,16.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,1,68.0,29.0,0.4264705882352941,0.002838418833743791,5,0.4,0.0,0.3333333333333333,1,39,0,0.0
3120,1981,Graduation,Together,38547.0,1,0,1970-01-01,49,6.0,1.0,10.0,0.0,1.0,4.0,1,1,0,2,8,0,0,0,0,0,1,3.0,11.0,0,22.0,11.0,0.5,0.0005707318338651516,3,0.3333333333333333,0.0,0.125,1,33,0,0.0
5885,1973,2n Cycle,Married,35688.0,2,1,1970-01-01,94,73.0,3.0,90.0,12.0,1.0,32.0,7,4,1,4,8,0,0,0,0,0,0,3.0,11.0,0,211.0,106.0,0.5023696682464455,0.005912351490697153,9,0.4444444444444444,0.1111111111111111,0.5,3,41,0,0.0
4050,1966,Master,Married,49605.0,0,0,1970-01-01,65,42.0,16.0,29.0,12.0,20.0,8.0,1,2,1,4,3,0,0,0,0,0,0,3.0,11.0,0,127.0,70.0,0.5511811023622047,0.0025602257836911603,7,0.2857142857142857,0.14285714285714285,0.6666666666666666,0,48,0,0.0
3830,1953,Master,Married,59354.0,0,2,1970-01-01,59,295.0,21.0,78.0,39.0,13.0,13.0,1,4,4,7,3,0,0,0,0,0,0,3.0,11.0,0,459.0,321.0,0.6993464052287581,0.007733261448259595,15,0.26666666666666666,0.26666666666666666,1.3333333333333333,2,61,0,0.0
7987,1969,Graduation,Married,65747.0,0,1,2014-07-03,96,346.0,17.0,48.0,23.0,13.0,13.0,4,8,1,6,6,0,1,0,0,0,0,3.0,11.0,0,460.0,372.0,0.808695652173913,0.006996516951343788,15,0.5333333333333333,0.06666666666666667,1.3333333333333333,1,45,1,0.2
7798,1972,2n Cycle,Together,46344.0,0,1,1970-01-01,28,233.0,20.0,57.0,8.0,20.0,91.0,4,7,1,5,7,0,0,0,0,0,0,3.0,11.0,0,429.0,344.0,0.8018648018648019,0.009256861729673745,13,0.5384615384615384,0.07692307692307693,1.0,1,42,0,0.0
92,1988,Graduation,Single,34176.0,1,0,2014-12-05,12,5.0,7.0,24.0,19.0,14.0,20.0,4,3,0,4,6,0,0,0,0,0,0,3.0,11.0,0,89.0,39.0,0.43820224719101125,0.0026041666666666665,7,0.42857142857142855,0.0,0.5,1,26,0,0.0
7055,1952,PhD,Together,61010.0,0,1,2012-09-10,57,888.0,0.0,57.0,0.0,0.0,76.0,2,8,5,11,5,0,0,0,0,0,0,3.0,11.0,0,1021.0,964.0,0.9441723800195886,0.016734961481724306,24,0.3333333333333333,0.20833333333333334,1.6,1,62,0,0.0
10240,1949,Graduation,Together,69372.0,0,0,1970-01-01,10,997.0,26.0,269.0,34.0,13.0,42.0,1,10,4,6,4,0,1,1,0,0,0,3.0,11.0,1,1381.0,1052.0,0.7617668356263577,0.01990716715677795,20,0.5,0.2,2.5,0,65,2,0.4
3025,1958,Graduation,Single,49967.0,0,1,2013-08-07,4,212.0,6.0,69.0,4.0,12.0,3.0,3,6,1,5,7,0,0,0,0,0,0,3.0,11.0,0,306.0,227.0,0.7418300653594772,0.006124041867632638,12,0.5,0.08333333333333333,0.8571428571428571,1,56,0,0.0
9283,1978,Graduation,Single,60199.0,1,2,2013-12-09,49,8.0,1.0,7.0,2.0,0.0,0.0,1,0,0,3,4,0,0,0,0,0,0,3.0,11.0,0,18.0,8.0,0.4444444444444444,0.0002990082891742388,3,0.0,0.0,0.0,3,36,0,0.0
9970,1977,Graduation,Together,55375.0,0,1,1970-01-01,3,42.0,11.0,57.0,10.0,28.0,14.0,1,1,1,6,2,0,0,0,0,0,0,3.0,11.0,0,162.0,84.0,0.5185185185185185,0.0029255079006772007,8,0.125,0.125,0.5,1,37,0,0.0
2730,1955,Graduation,Single,80317.0,0,0,1970-01-01,64,536.0,11.0,387.0,149.0,91.0,57.0,1,3,4,10,1,0,0,0,0,0,0,3.0,11.0,0,1231.0,684.0,0.5556458164094232,0.015326767683055891,17,0.17647058823529413,0.23529411764705882,3.0,0,59,0,0.0
2795,1958,Master,Single,30523.0,2,1,2013-01-07,0,5.0,0.0,3.0,0.0,0.0,5.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,13.0,10.0,0.7692307692307693,0.0004259083314222062,3,0.3333333333333333,0.0,0.14285714285714285,3,56,0,0.0
9260,1945,PhD,Married,70356.0,0,0,2012-05-11,20,1349.0,16.0,249.0,43.0,16.0,33.0,2,10,6,9,6,0,0,0,0,0,0,3.0,11.0,0,1706.0,1398.0,0.8194607268464243,0.024248109613963273,25,0.4,0.24,1.6666666666666667,0,69,0,0.0
8182,1984,Graduation,Married,23228.0,1,0,2014-05-01,91,53.0,3.0,49.0,7.0,4.0,5.0,4,3,0,4,8,0,0,0,0,0,0,3.0,11.0,0,121.0,62.0,0.512396694214876,0.0052092302393662825,7,0.42857142857142855,0.0,0.375,1,30,0,0.0
10095,1975,PhD,Divorced,74165.0,0,0,2013-01-05,9,1001.0,12.0,240.0,16.0,12.0,12.0,1,5,4,10,2,0,0,0,0,0,0,3.0,11.0,0,1293.0,1025.0,0.7927300850734725,0.0174340996426886,19,0.2631578947368421,0.21052631578947367,2.5,0,39,0,0.0
8475,1973,PhD,Married,157243.0,0,1,2014-01-03,98,20.0,2.0,1582.0,1.0,2.0,1.0,15,0,22,0,0,0,0,0,0,0,0,3.0,11.0,0,1608.0,23.0,0.014303482587064677,0.01022621038774381,22,0.0,1.0,,1,41,0,0.0
4370,1966,Graduation,Together,43482.0,2,1,1970-01-01,83,18.0,1.0,32.0,6.0,3.0,28.0,3,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,88.0,49.0,0.5568181818181818,0.002023825950968217,6,0.3333333333333333,0.0,0.3333333333333333,3,48,0,0.0
10573,1953,Graduation,Divorced,62551.0,0,0,1970-01-01,27,125.0,16.0,98.0,134.0,21.0,27.0,1,6,7,4,3,1,0,0,0,0,0,3.0,11.0,0,421.0,173.0,0.41092636579572445,0.006730507905549072,17,0.35294117647058826,0.4117647058823529,2.0,0,61,1,0.2
3712,1959,Graduation,Divorced,52332.0,0,0,1970-01-01,63,212.0,5.0,33.0,7.0,0.0,2.0,1,3,2,6,4,0,1,0,0,0,0,3.0,11.0,0,259.0,214.0,0.8262548262548263,0.004949170679507758,11,0.2727272727272727,0.18181818181818182,0.75,0,55,1,0.2
6637,1988,Graduation,Single,66951.0,0,0,2013-02-11,46,277.0,162.0,305.0,173.0,76.0,124.0,1,3,4,7,1,0,0,0,0,0,0,3.0,11.0,0,1117.0,477.0,0.4270367054610564,0.016683843407865454,14,0.21428571428571427,0.2857142857142857,3.0,0,26,0,0.0
3152,1957,Graduation,Together,26091.0,1,1,1970-01-01,84,15.0,10.0,19.0,8.0,17.0,20.0,3,2,1,3,5,0,0,0,0,0,0,3.0,11.0,0,89.0,52.0,0.5842696629213483,0.0034111379402859223,6,0.3333333333333333,0.16666666666666666,0.4,2,57,0,0.0
5610,1965,Graduation,Together,33456.0,1,1,1970-01-01,58,7.0,3.0,10.0,8.0,1.0,7.0,2,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,36.0,15.0,0.4166666666666667,0.0010760401721664275,4,0.25,0.0,0.14285714285714285,2,49,0,0.0
6460,1982,Graduation,Married,28718.0,1,0,1970-01-01,78,12.0,4.0,6.0,11.0,8.0,16.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,57.0,36.0,0.631578947368421,0.001984817884253778,5,0.4,0.0,0.25,1,32,0,0.0
1349,1970,Graduation,Married,50447.0,2,0,1970-01-01,4,85.0,7.0,24.0,2.0,3.0,27.0,1,3,1,3,6,0,0,0,0,0,0,3.0,11.0,0,148.0,115.0,0.777027027027027,0.0029337720776260235,7,0.42857142857142855,0.14285714285714285,0.5,2,44,0,0.0
1880,1959,PhD,Together,53537.0,1,1,1970-01-01,17,81.0,0.0,6.0,0.0,0.0,6.0,2,2,1,3,5,0,0,0,0,0,0,3.0,11.0,0,93.0,87.0,0.9354838709677419,0.0017371163867979154,6,0.3333333333333333,0.16666666666666666,0.4,2,55,0,0.0
641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59.0,0.0,12.0,0.0,0.0,48.0,1,2,2,2,4,1,0,0,0,0,0,3.0,11.0,0,119.0,107.0,0.8991596638655462,0.0022852095095441103,6,0.3333333333333333,0.3333333333333333,0.5,1,47,1,0.2
8717,1975,PhD,Married,80427.0,0,1,2012-12-09,56,1149.0,71.0,449.0,69.0,71.0,26.0,1,11,8,8,5,0,0,0,0,0,0,3.0,11.0,0,1835.0,1246.0,0.6790190735694823,0.022815721088689123,27,0.4074074074074074,0.2962962962962963,2.2,1,39,0,0.0
10314,1948,PhD,Married,83837.0,0,0,1970-01-01,79,847.0,66.0,119.0,86.0,89.0,111.0,1,9,10,5,4,0,1,0,1,0,0,3.0,11.0,1,1318.0,1047.0,0.7943854324734446,0.01572098238248029,24,0.375,0.4166666666666667,2.25,0,66,2,0.4
10854,1970,PhD,Married,38853.0,1,1,1970-01-01,90,29.0,0.0,14.0,0.0,0.0,2.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,45.0,31.0,0.6888888888888889,0.0011582117211026176,5,0.4,0.0,0.2857142857142857,2,44,0,0.0
10492,1959,Graduation,Together,38285.0,2,1,1970-01-01,96,2.0,0.0,5.0,2.0,0.0,1.0,1,0,0,3,2,0,0,0,0,0,0,3.0,11.0,0,10.0,3.0,0.3,0.0002611989029646076,3,0.0,0.0,0.0,3,55,0,0.0
6935,1951,2n Cycle,Married,78497.0,0,0,2013-01-12,44,207.0,26.0,447.0,75.0,0.0,223.0,1,5,7,12,2,0,0,0,1,0,0,3.0,11.0,0,978.0,430.0,0.4396728016359918,0.012459074869103278,24,0.20833333333333334,0.2916666666666667,2.5,0,63,1,0.2
7698,1976,PhD,Married,51650.0,0,1,2014-11-05,81,152.0,3.0,22.0,2.0,5.0,7.0,1,4,1,4,5,0,0,0,0,0,0,3.0,11.0,0,191.0,164.0,0.8586387434554974,0.0036979670861568247,9,0.4444444444444444,0.1111111111111111,0.8,1,38,0,0.0
3559,1988,2n Cycle,Married,16248.0,1,0,2014-10-05,77,12.0,11.0,10.0,3.0,12.0,9.0,3,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,57.0,33.0,0.5789473684210527,0.0035081240768094534,6,0.3333333333333333,0.16666666666666666,0.3333333333333333,1,26,0,0.0
10562,1946,Master,Married,66835.0,0,0,1970-01-01,21,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,0,0,0,0,0,0,3.0,11.0,0,1033.0,778.0,0.7531461761858664,0.015455973666492108,23,0.2608695652173913,0.17391304347826086,3.0,0,68,0,0.0
10796,1984,Master,Married,30477.0,1,0,1970-01-01,16,47.0,1.0,6.0,0.0,0.0,12.0,1,1,1,3,6,0,0,0,0,0,0,3.0,11.0,0,66.0,59.0,0.8939393939393939,0.002165567477113889,5,0.2,0.2,0.16666666666666666,1,30,0,0.0
